Host-less	hl.121
Host-less	hl.122
Host-less	hl.123
Host-less	hl.124
Host-less	hl.125
Host-less	hl.126
Host-less	hl.127
Host-less	hl.128
Host-less	hl.129
Host-less	hl.130
Host-less	hl.131
Host-less	hl.132
Host-less	hl.133
Host-less	hl.134
Host-less	hl.135
Host-less	hl.136
Host-less	hl.137
Host-less	hl.138
Host-less	hl.139
Host-less	hl.140
Host-less	hl.141
Host-less	hl.142
Host-less	hl.143
Host-less	hl.144
Host-less	hl.145
Host-less	hl.146
Host-less	hl.147
Host-less	hl.148
Host-less	hl.149
Host-less	hl.150
Host-less	hl.151
Host-less	hl.152
Host-less	hl.153
Host-less	hl.154
Host-less	hl.155
Host-less	hl.156
Host-less	hl.157
Host-less	hl.158
Host-less	hl.159
Host-less	hl.160
Host-less	hl.161
Host-less	hl.162
Host-less	hl.163
Host-less	hl.164
Host-less	hl.165
Host-less	hl.166
Host-less	hl.167
Host-less	hl.168
Host-less	hl.169
Host-less	hl.170
Host-less	hl.171
Host-less	hl.172
Host-less	hl.173
Host-less	hl.174
Host-less	hl.175
Host-less	hl.176
Host-less	hl.177
Host-less	hl.178
Host-less	hl.179
Host-less	hl.180
Host-less	hl.181
Host-less	hl.182
Host-less	hl.183
Host-less	hl.184
Host-less	hl.185
Host-less	hl.186
Host-less	hl.187
Host-less	hl.188
Host-less	hl.189
Host-less	hl.190
Host-less	hl.191
Host-less	hl.192
Host-less	hl.193
Host-less	hl.194
Host-less	hl.195
Host-less	hl.196
Host-less	hl.197
Host-less	hl.198
Host-less	hl.199
Host-less	hl.200
Host-less	hl.201
Host-less	hl.202
Host-less	hl.203
Host-less	hl.204
Host-less	hl.205
Host-less	hl.206
Host-less	hl.207
Host-less	hl.208
Host-less	hl.209
Host-less	hl.210
Host-less	hl.211
Host-less	hl.212
Host-less	hl.213
Host-less	hl.214
Host-less	hl.215
Host-less	hl.216
Host-less	hl.217
Host-less	hl.218
Host-less	hl.219
Host-less	hl.220
Host-less	hl.221
Host-less	hl.222
Host-less	hl.223
Host-less	hl.224
Host-less	hl.225
Host-less	hl.226
Host-less	hl.227
Host-less	hl.228
Host-less	hl.229
Host-less	hl.230
Host-less	hl.231
Host-less	hl.232
Host-less	hl.233
Host-less	hl.234
Host-less	hl.235
Host-less	hl.236
Host-less	hl.237
Host-less	hl.238
Host-less	hl.239
Host-less	hl.240
Host-less	hl.241
Host-less	hl.242
Host-less	hl.243
Host-less	hl.244
Host-less	hl.245
Host-less	hl.246
Host-less	hl.247
Host-less	hl.248
Host-less	hl.249
Host-less	hl.250
Host-less	hl.251
Host-less	hl.252
Host-less	hl.253
Host-less	hl.254
Host-less	hl.255
Host-less	hl.256
Host-less	hl.257
Host-less	hl.258
Host-less	hl.259
Host-less	hl.260
Host-less	hl.261
Host-less	hl.262
Host-less	hl.263
Host-less	hl.264
Host-less	hl.265
Host-less	hl.266
Host-less	hl.267
Host-less	hl.268
Host-less	hl.269
Host-less	hl.270
Host-less	hl.271
Host-less	hl.272
Host-less	hl.273
Host-less	hl.274
Host-less	hl.275
Host-less	hl.276
Host-less	hl.277
Host-less	hl.278
Host-less	hl.279
Host-less	hl.280
Host-less	hl.281
Host-less	hl.282
Host-less	hl.283
Host-less	hl.284
Host-less	hl.285
Host-less	hl.286
Host-less	hl.287
Host-less	hl.288
Host-less	hl.289
Host-less	hl.290
Host-less	hl.291
Host-less	hl.292
Host-less	hl.293
Host-less	hl.294
Host-less	hl.295
Host-less	hl.296
Host-less	hl.297
Host-less	hl.298
Host-less	hl.299
Host-less	hl.300
Host-less	hl.301
Host-less	hl.302
Host-less	hl.303
Host-less	hl.304
Host-less	hl.305
Host-less	hl.306
Host-less	hl.307
Host-less	hl.308
Host-less	hl.309
Host-less	hl.310
Host-less	hl.311
Host-less	hl.312
Host-less	hl.313
Host-less	hl.314
Host-less	hl.315
Host-less	hl.316
Host-less	hl.317
Host-less	hl.318
Host-less	hl.319
Host-less	hl.320
Host-less	hl.321
Host-less	hl.322
Host-less	hl.323
Host-less	hl.324
Host-less	hl.325
Host-less	hl.326
Host-less	hl.327
Host-less	hl.328
Host-less	hl.329
Host-less	hl.330
Host-less	hl.331
Host-less	hl.332
Host-less	hl.333
Host-less	hl.334
Host-less	hl.335
Host-less	hl.336
Host-less	hl.337
Host-less	hl.338
Host-less	hl.339
Host-less	hl.340
Host-less	hl.341
Host-less	hl.342
Host-less	hl.343
Host-less	hl.344
Host-less	hl.345
Host-less	hl.346
Host-less	hl.347
Host-less	hl.348
Host-less	hl.349
Host-less	hl.350
Host-less	hl.351
Host-less	hl.352
Host-less	hl.353
Host-less	hl.354
Host-less	hl.355
Host-less	hl.356
Host-less	hl.357
Host-less	hl.358
Host-less	hl.359
Host-less	hl.360
Host-less	hl.361
Host-less	hl.362
Host-less	hl.363
Host-less	hl.364
Host-less	hl.365
Host-less	hl.366
Host-less	hl.367
Host-less	hl.368
Host-less	hl.369
Host-less	hl.370
Host-less	hl.371
Host-less	hl.372
Host-less	hl.373
Host-less	hl.374
Host-less	hl.375
GO:0006396 > RNA processing	ENSG00000174365.0
GO:0006396 > RNA processing	ENSG00000174365.1
GO:0005730 > nucleolus	ENSG00000174365.0
GO:0005730 > nucleolus	ENSG00000174365.1
GO:0003735 > structural constituent of ribosome	ENSG00000125691.0
GO:0003735 > structural constituent of ribosome	ENSG00000125691.1
GO:0006412 > translation	ENSG00000125691.0
GO:0006412 > translation	ENSG00000125691.1
GO:0005840 > ribosome	ENSG00000125691.0
GO:0005840 > ribosome	ENSG00000125691.1
GO:0003723 > RNA binding	ENSG00000125691.0
GO:0003723 > RNA binding	ENSG00000125691.1
GO:0005737 > cytoplasm	ENSG00000125691.0
GO:0005737 > cytoplasm	ENSG00000125691.1
GO:0016020 > membrane	ENSG00000125691.0
GO:0016020 > membrane	ENSG00000125691.1
GO:1990904 > ribonucleoprotein complex	ENSG00000125691.0
GO:1990904 > ribonucleoprotein complex	ENSG00000125691.1
GO:0005925 > focal adhesion	ENSG00000125691.0
GO:0005925 > focal adhesion	ENSG00000125691.1
GO:0005515 > protein binding	ENSG00000125691.0
GO:0005515 > protein binding	ENSG00000125691.1
GO:0005730 > nucleolus	ENSG00000125691.0
GO:0005730 > nucleolus	ENSG00000125691.1
GO:0022625 > cytosolic large ribosomal subunit	ENSG00000125691.0
GO:0022625 > cytosolic large ribosomal subunit	ENSG00000125691.1
GO:0005829 > cytosol	ENSG00000125691.0
GO:0005829 > cytosol	ENSG00000125691.1
GO:0070062 > extracellular exosome	ENSG00000125691.0
GO:0070062 > extracellular exosome	ENSG00000125691.1
GO:0032991 > protein-containing complex	ENSG00000125691.0
GO:0032991 > protein-containing complex	ENSG00000125691.1
GO:0006610 > ribosomal protein import into nucleus	ENSG00000125691.0
GO:0006610 > ribosomal protein import into nucleus	ENSG00000125691.1
GO:0010628 > positive regulation of gene expression	ENSG00000125691.0
GO:0010628 > positive regulation of gene expression	ENSG00000125691.1
GO:0000122 > negative regulation of transcription by RNA polymerase II	ENSG00000125691.0
GO:0000122 > negative regulation of transcription by RNA polymerase II	ENSG00000125691.1
GO:0008284 > positive regulation of cell population proliferation	ENSG00000125691.0
GO:0008284 > positive regulation of cell population proliferation	ENSG00000125691.1
GO:0032986 > protein-DNA complex disassembly	ENSG00000125691.0
GO:0032986 > protein-DNA complex disassembly	ENSG00000125691.1
GO:0050821 > protein stabilization	ENSG00000125691.0
GO:0050821 > protein stabilization	ENSG00000125691.1
GO:0005654 > nucleoplasm	ENSG00000125691.0
GO:0005654 > nucleoplasm	ENSG00000125691.1
GO:0072717 > cellular response to actinomycin D	ENSG00000125691.0
GO:0072717 > cellular response to actinomycin D	ENSG00000125691.1
GO:0002181 > cytoplasmic translation	ENSG00000125691.0
GO:0002181 > cytoplasmic translation	ENSG00000125691.1
GO:0022626 > cytosolic ribosome	ENSG00000125691.0
GO:0022626 > cytosolic ribosome	ENSG00000125691.1
GO:0070180 > large ribosomal subunit rRNA binding	ENSG00000125691.0
GO:0070180 > large ribosomal subunit rRNA binding	ENSG00000125691.1
GO:0031625 > ubiquitin protein ligase binding	ENSG00000125691.0
GO:0031625 > ubiquitin protein ligase binding	ENSG00000125691.1
GO:0001223 > transcription coactivator binding	ENSG00000125691.0
GO:0001223 > transcription coactivator binding	ENSG00000125691.1
GO:1990948 > ubiquitin ligase inhibitor activity	ENSG00000125691.0
GO:1990948 > ubiquitin ligase inhibitor activity	ENSG00000125691.1
GO:1904667 > negative regulation of ubiquitin protein ligase activity	ENSG00000125691.0
GO:1904667 > negative regulation of ubiquitin protein ligase activity	ENSG00000125691.1
GO:2000059 > negative regulation of ubiquitin-dependent protein catabolic process	ENSG00000125691.0
GO:2000059 > negative regulation of ubiquitin-dependent protein catabolic process	ENSG00000125691.1
GO:0070314 > G1 to G0 transition	ENSG00000125691.0
GO:0070314 > G1 to G0 transition	ENSG00000125691.1
GO:1903450 > regulation of G1 to G0 transition	ENSG00000125691.0
GO:1903450 > regulation of G1 to G0 transition	ENSG00000125691.1
GO:1901798 > positive regulation of signal transduction by p53 class mediator	ENSG00000125691.0
GO:1901798 > positive regulation of signal transduction by p53 class mediator	ENSG00000125691.1
GO:0006396 > RNA processing	ENSG00000125691.0
GO:0006396 > RNA processing	ENSG00000125691.1
GO:0006396 > RNA processing	ENSG00000224078.0
GO:0006396 > RNA processing	ENSG00000224078.1
GO:0006396 > RNA processing	ENSG00000224078.2
GO:0006396 > RNA processing	ENSG00000224078.3
GO:0006396 > RNA processing	ENSG00000224078.4
GO:0006396 > RNA processing	ENSG00000224078.5
GO:0006396 > RNA processing	ENSG00000224078.6
GO:0006396 > RNA processing	ENSG00000224078.7
GO:0006396 > RNA processing	ENSG00000224078.8
GO:0006396 > RNA processing	ENSG00000224078.9
GO:0006396 > RNA processing	ENSG00000224078.10
GO:0006396 > RNA processing	ENSG00000224078.11
GO:0006396 > RNA processing	ENSG00000224078.12
GO:0006396 > RNA processing	ENSG00000224078.13
GO:0006396 > RNA processing	ENSG00000224078.14
GO:0006396 > RNA processing	ENSG00000224078.15
GO:0006396 > RNA processing	ENSG00000224078.16
GO:0006396 > RNA processing	ENSG00000224078.17
GO:0006396 > RNA processing	ENSG00000224078.18
GO:0006396 > RNA processing	ENSG00000224078.19
GO:0006396 > RNA processing	ENSG00000224078.20
GO:0006396 > RNA processing	ENSG00000224078.21
GO:0006396 > RNA processing	ENSG00000224078.22
GO:0006396 > RNA processing	ENSG00000224078.23
GO:0006396 > RNA processing	ENSG00000224078.24
GO:0006396 > RNA processing	ENSG00000224078.25
GO:0006396 > RNA processing	ENSG00000224078.26
GO:0006396 > RNA processing	ENSG00000224078.27
GO:0006396 > RNA processing	ENSG00000224078.28
GO:0006396 > RNA processing	ENSG00000224078.29
GO:0006396 > RNA processing	ENSG00000224078.30
GO:0006396 > RNA processing	ENSG00000224078.31
GO:0006396 > RNA processing	ENSG00000224078.32
GO:0006396 > RNA processing	ENSG00000224078.33
GO:0006396 > RNA processing	ENSG00000224078.34
GO:0006396 > RNA processing	ENSG00000224078.35
GO:0006396 > RNA processing	ENSG00000224078.36
GO:0006396 > RNA processing	ENSG00000224078.37
GO:0006396 > RNA processing	ENSG00000224078.38
GO:0006396 > RNA processing	ENSG00000224078.39
GO:0006396 > RNA processing	ENSG00000224078.40
GO:0006396 > RNA processing	ENSG00000224078.41
GO:0006396 > RNA processing	ENSG00000224078.42
GO:0006396 > RNA processing	ENSG00000224078.43
GO:0006396 > RNA processing	ENSG00000224078.44
GO:0006396 > RNA processing	ENSG00000224078.45
GO:0006396 > RNA processing	ENSG00000224078.46
GO:0006396 > RNA processing	ENSG00000224078.47
GO:0006396 > RNA processing	ENSG00000224078.48
GO:0006396 > RNA processing	ENSG00000224078.49
GO:0006396 > RNA processing	ENSG00000224078.50
GO:0006396 > RNA processing	ENSG00000224078.51
GO:0006396 > RNA processing	ENSG00000224078.52
GO:0006396 > RNA processing	ENSG00000224078.53
GO:0006396 > RNA processing	ENSG00000224078.54
GO:0006396 > RNA processing	ENSG00000224078.55
GO:0006396 > RNA processing	ENSG00000224078.56
GO:0006396 > RNA processing	ENSG00000224078.57
GO:0006396 > RNA processing	ENSG00000224078.58
GO:0006396 > RNA processing	ENSG00000224078.59
GO:0006396 > RNA processing	ENSG00000224078.60
GO:0006396 > RNA processing	ENSG00000224078.61
GO:0006396 > RNA processing	ENSG00000224078.62
GO:0006396 > RNA processing	ENSG00000224078.63
GO:0006396 > RNA processing	ENSG00000224078.64
GO:0006396 > RNA processing	ENSG00000224078.65
GO:0006396 > RNA processing	ENSG00000224078.66
GO:0006396 > RNA processing	ENSG00000224078.67
GO:0006396 > RNA processing	ENSG00000224078.68
GO:0006396 > RNA processing	ENSG00000224078.69
GO:0006396 > RNA processing	ENSG00000224078.70
GO:0006396 > RNA processing	ENSG00000224078.71
GO:0006396 > RNA processing	ENSG00000224078.72
GO:0006396 > RNA processing	ENSG00000224078.73
GO:0006396 > RNA processing	ENSG00000224078.74
GO:0006396 > RNA processing	ENSG00000224078.75
GO:0006396 > RNA processing	ENSG00000224078.76
GO:0006396 > RNA processing	ENSG00000224078.77
GO:0006396 > RNA processing	ENSG00000224078.78
GO:0006396 > RNA processing	ENSG00000224078.79
GO:0006396 > RNA processing	ENSG00000224078.80
GO:0006396 > RNA processing	ENSG00000224078.81
GO:0006396 > RNA processing	ENSG00000224078.82
GO:0006396 > RNA processing	ENSG00000224078.83
GO:0005730 > nucleolus	ENSG00000224078.0
GO:0005730 > nucleolus	ENSG00000224078.1
GO:0005730 > nucleolus	ENSG00000224078.2
GO:0005730 > nucleolus	ENSG00000224078.3
GO:0005730 > nucleolus	ENSG00000224078.4
GO:0005730 > nucleolus	ENSG00000224078.5
GO:0005730 > nucleolus	ENSG00000224078.6
GO:0005730 > nucleolus	ENSG00000224078.7
GO:0005730 > nucleolus	ENSG00000224078.8
GO:0005730 > nucleolus	ENSG00000224078.9
GO:0005730 > nucleolus	ENSG00000224078.10
GO:0005730 > nucleolus	ENSG00000224078.11
GO:0005730 > nucleolus	ENSG00000224078.12
GO:0005730 > nucleolus	ENSG00000224078.13
GO:0005730 > nucleolus	ENSG00000224078.14
GO:0005730 > nucleolus	ENSG00000224078.15
GO:0005730 > nucleolus	ENSG00000224078.16
GO:0005730 > nucleolus	ENSG00000224078.17
GO:0005730 > nucleolus	ENSG00000224078.18
GO:0005730 > nucleolus	ENSG00000224078.19
GO:0005730 > nucleolus	ENSG00000224078.20
GO:0005730 > nucleolus	ENSG00000224078.21
GO:0005730 > nucleolus	ENSG00000224078.22
GO:0005730 > nucleolus	ENSG00000224078.23
GO:0005730 > nucleolus	ENSG00000224078.24
GO:0005730 > nucleolus	ENSG00000224078.25
GO:0005730 > nucleolus	ENSG00000224078.26
GO:0005730 > nucleolus	ENSG00000224078.27
GO:0005730 > nucleolus	ENSG00000224078.28
GO:0005730 > nucleolus	ENSG00000224078.29
GO:0005730 > nucleolus	ENSG00000224078.30
GO:0005730 > nucleolus	ENSG00000224078.31
GO:0005730 > nucleolus	ENSG00000224078.32
GO:0005730 > nucleolus	ENSG00000224078.33
GO:0005730 > nucleolus	ENSG00000224078.34
GO:0005730 > nucleolus	ENSG00000224078.35
GO:0005730 > nucleolus	ENSG00000224078.36
GO:0005730 > nucleolus	ENSG00000224078.37
GO:0005730 > nucleolus	ENSG00000224078.38
GO:0005730 > nucleolus	ENSG00000224078.39
GO:0005730 > nucleolus	ENSG00000224078.40
GO:0005730 > nucleolus	ENSG00000224078.41
GO:0005730 > nucleolus	ENSG00000224078.42
GO:0005730 > nucleolus	ENSG00000224078.43
GO:0005730 > nucleolus	ENSG00000224078.44
GO:0005730 > nucleolus	ENSG00000224078.45
GO:0005730 > nucleolus	ENSG00000224078.46
GO:0005730 > nucleolus	ENSG00000224078.47
GO:0005730 > nucleolus	ENSG00000224078.48
GO:0005730 > nucleolus	ENSG00000224078.49
GO:0005730 > nucleolus	ENSG00000224078.50
GO:0005730 > nucleolus	ENSG00000224078.51
GO:0005730 > nucleolus	ENSG00000224078.52
GO:0005730 > nucleolus	ENSG00000224078.53
GO:0005730 > nucleolus	ENSG00000224078.54
GO:0005730 > nucleolus	ENSG00000224078.55
GO:0005730 > nucleolus	ENSG00000224078.56
GO:0005730 > nucleolus	ENSG00000224078.57
GO:0005730 > nucleolus	ENSG00000224078.58
GO:0005730 > nucleolus	ENSG00000224078.59
GO:0005730 > nucleolus	ENSG00000224078.60
GO:0005730 > nucleolus	ENSG00000224078.61
GO:0005730 > nucleolus	ENSG00000224078.62
GO:0005730 > nucleolus	ENSG00000224078.63
GO:0005730 > nucleolus	ENSG00000224078.64
GO:0005730 > nucleolus	ENSG00000224078.65
GO:0005730 > nucleolus	ENSG00000224078.66
GO:0005730 > nucleolus	ENSG00000224078.67
GO:0005730 > nucleolus	ENSG00000224078.68
GO:0005730 > nucleolus	ENSG00000224078.69
GO:0005730 > nucleolus	ENSG00000224078.70
GO:0005730 > nucleolus	ENSG00000224078.71
GO:0005730 > nucleolus	ENSG00000224078.72
GO:0005730 > nucleolus	ENSG00000224078.73
GO:0005730 > nucleolus	ENSG00000224078.74
GO:0005730 > nucleolus	ENSG00000224078.75
GO:0005730 > nucleolus	ENSG00000224078.76
GO:0005730 > nucleolus	ENSG00000224078.77
GO:0005730 > nucleolus	ENSG00000224078.78
GO:0005730 > nucleolus	ENSG00000224078.79
GO:0005730 > nucleolus	ENSG00000224078.80
GO:0005730 > nucleolus	ENSG00000224078.81
GO:0005730 > nucleolus	ENSG00000224078.82
GO:0005730 > nucleolus	ENSG00000224078.83
GO:0005737 > cytoplasm	ENSG00000154493.0
GO:0005856 > cytoskeleton	ENSG00000154493.0
GO:0005815 > microtubule organizing center	ENSG00000154493.0
GO:0005654 > nucleoplasm	ENSG00000154493.0
GO:0005829 > cytosol	ENSG00000154493.0
GO:0005886 > plasma membrane	ENSG00000154493.0
GO:0016740 > transferase activity	ENSG00000154493.0
GO:0016567 > protein ubiquitination	ENSG00000154493.0
GO:0061630 > ubiquitin protein ligase activity	ENSG00000154493.0
GO:0005813 > centrosome	ENSG00000154493.0
GO:0050821 > protein stabilization	ENSG00000154493.0
GO:0008017 > microtubule binding	ENSG00000154493.0
GO:0005814 > centriole	ENSG00000154493.0
GO:0015629 > actin cytoskeleton	ENSG00000154493.0
GO:0000209 > protein polyubiquitination	ENSG00000154493.0
GO:0046599 > regulation of centriole replication	ENSG00000154493.0
Not-annotated host	ENSG00000240024.0
Not-annotated host	ENSG00000240024.1
Not-annotated host	ENSG00000240024.2
Not-annotated host	ENSG00000240024.3
GO:0071205 > protein localization to juxtaparanode region of axon	ENSG00000174469.0
GO:0016020 > membrane	ENSG00000174469.0
GO:0016021 > integral component of membrane	ENSG00000174469.0
GO:0005886 > plasma membrane	ENSG00000174469.0
GO:0042995 > cell projection	ENSG00000174469.0
GO:0007155 > cell adhesion	ENSG00000174469.0
GO:0070161 > anchoring junction	ENSG00000174469.0
GO:0005515 > protein binding	ENSG00000174469.0
GO:0030424 > axon	ENSG00000174469.0
GO:0033010 > paranodal junction	ENSG00000174469.0
GO:0048812 > neuron projection morphogenesis	ENSG00000174469.0
GO:0009986 > cell surface	ENSG00000174469.0
GO:0008283 > cell population proliferation	ENSG00000174469.0
GO:0019899 > enzyme binding	ENSG00000174469.0
GO:0005769 > early endosome	ENSG00000174469.0
GO:0021987 > cerebral cortex development	ENSG00000174469.0
GO:0008076 > voltage-gated potassium channel complex	ENSG00000174469.0
GO:0005794 > Golgi apparatus	ENSG00000174469.0
GO:0030425 > dendrite	ENSG00000174469.0
GO:0043025 > neuronal cell body	ENSG00000174469.0
GO:0019226 > transmission of nerve impulse	ENSG00000174469.0
GO:0007420 > brain development	ENSG00000174469.0
GO:0031175 > neuron projection development	ENSG00000174469.0
GO:0007612 > learning	ENSG00000174469.0
GO:0043204 > perikaryon	ENSG00000174469.0
GO:0044224 > juxtaparanode region of axon	ENSG00000174469.0
GO:0035176 > social behavior	ENSG00000174469.0
GO:0071109 > superior temporal gyrus development	ENSG00000174469.0
GO:0030534 > adult behavior	ENSG00000174469.0
GO:0071625 > vocalization behavior	ENSG00000174469.0
GO:0030673 > axolemma	ENSG00000174469.0
GO:0045163 > clustering of voltage-gated potassium channels	ENSG00000174469.0
GO:0021756 > striatum development	ENSG00000174469.0
GO:0042297 > vocal learning	ENSG00000174469.0
GO:0008038 > neuron recognition	ENSG00000174469.0
GO:0021761 > limbic system development	ENSG00000174469.0
GO:0021794 > thalamus development	ENSG00000174469.0
GO:1903598 > positive regulation of gap junction assembly	ENSG00000174469.0
GO:0005634 > nucleus	ENSG00000225746.0
GO:0005634 > nucleus	ENSG00000225746.1
GO:0005634 > nucleus	ENSG00000225746.2
GO:0005634 > nucleus	ENSG00000225746.3
GO:0005634 > nucleus	ENSG00000225746.4
GO:0005634 > nucleus	ENSG00000225746.5
GO:0005634 > nucleus	ENSG00000225746.6
GO:0005634 > nucleus	ENSG00000225746.7
GO:0005634 > nucleus	ENSG00000225746.8
GO:0005634 > nucleus	ENSG00000225746.9
GO:0005634 > nucleus	ENSG00000225746.10
GO:0005634 > nucleus	ENSG00000225746.11
GO:0005634 > nucleus	ENSG00000225746.12
GO:0005634 > nucleus	ENSG00000225746.13
GO:0005634 > nucleus	ENSG00000225746.14
GO:0005634 > nucleus	ENSG00000225746.15
GO:0005634 > nucleus	ENSG00000225746.16
GO:0005634 > nucleus	ENSG00000225746.17
GO:0005634 > nucleus	ENSG00000225746.18
GO:0005634 > nucleus	ENSG00000225746.19
GO:0005634 > nucleus	ENSG00000225746.20
GO:0005634 > nucleus	ENSG00000225746.21
GO:0005634 > nucleus	ENSG00000225746.22
GO:0005634 > nucleus	ENSG00000225746.23
GO:0005634 > nucleus	ENSG00000225746.24
GO:0005634 > nucleus	ENSG00000225746.25
GO:0005634 > nucleus	ENSG00000225746.26
GO:0005634 > nucleus	ENSG00000225746.27
GO:0005634 > nucleus	ENSG00000225746.28
GO:0005634 > nucleus	ENSG00000225746.29
GO:0005634 > nucleus	ENSG00000225746.30
GO:0005634 > nucleus	ENSG00000225746.31
GO:0005634 > nucleus	ENSG00000225746.32
GO:0005634 > nucleus	ENSG00000225746.33
GO:0005634 > nucleus	ENSG00000225746.34
GO:0005634 > nucleus	ENSG00000225746.35
GO:0005634 > nucleus	ENSG00000225746.36
GO:0005634 > nucleus	ENSG00000225746.37
GO:0005634 > nucleus	ENSG00000225746.38
GO:0005634 > nucleus	ENSG00000225746.39
GO:0005634 > nucleus	ENSG00000225746.40
GO:0005634 > nucleus	ENSG00000225746.41
GO:0005634 > nucleus	ENSG00000225746.42
GO:0005634 > nucleus	ENSG00000225746.43
GO:0005634 > nucleus	ENSG00000225746.44
GO:0005634 > nucleus	ENSG00000225746.45
GO:0006396 > RNA processing	ENSG00000225746.0
GO:0006396 > RNA processing	ENSG00000225746.1
GO:0006396 > RNA processing	ENSG00000225746.2
GO:0006396 > RNA processing	ENSG00000225746.3
GO:0006396 > RNA processing	ENSG00000225746.4
GO:0006396 > RNA processing	ENSG00000225746.5
GO:0006396 > RNA processing	ENSG00000225746.6
GO:0006396 > RNA processing	ENSG00000225746.7
GO:0006396 > RNA processing	ENSG00000225746.8
GO:0006396 > RNA processing	ENSG00000225746.9
GO:0006396 > RNA processing	ENSG00000225746.10
GO:0006396 > RNA processing	ENSG00000225746.11
GO:0006396 > RNA processing	ENSG00000225746.12
GO:0006396 > RNA processing	ENSG00000225746.13
GO:0006396 > RNA processing	ENSG00000225746.14
GO:0006396 > RNA processing	ENSG00000225746.15
GO:0006396 > RNA processing	ENSG00000225746.16
GO:0006396 > RNA processing	ENSG00000225746.17
GO:0006396 > RNA processing	ENSG00000225746.18
GO:0006396 > RNA processing	ENSG00000225746.19
GO:0006396 > RNA processing	ENSG00000225746.20
GO:0006396 > RNA processing	ENSG00000225746.21
GO:0006396 > RNA processing	ENSG00000225746.22
GO:0006396 > RNA processing	ENSG00000225746.23
GO:0006396 > RNA processing	ENSG00000225746.24
GO:0006396 > RNA processing	ENSG00000225746.25
GO:0006396 > RNA processing	ENSG00000225746.26
GO:0006396 > RNA processing	ENSG00000225746.27
GO:0006396 > RNA processing	ENSG00000225746.28
GO:0006396 > RNA processing	ENSG00000225746.29
GO:0006396 > RNA processing	ENSG00000225746.30
GO:0006396 > RNA processing	ENSG00000225746.31
GO:0006396 > RNA processing	ENSG00000225746.32
GO:0006396 > RNA processing	ENSG00000225746.33
GO:0006396 > RNA processing	ENSG00000225746.34
GO:0006396 > RNA processing	ENSG00000225746.35
GO:0006396 > RNA processing	ENSG00000225746.36
GO:0006396 > RNA processing	ENSG00000225746.37
GO:0006396 > RNA processing	ENSG00000225746.38
GO:0006396 > RNA processing	ENSG00000225746.39
GO:0006396 > RNA processing	ENSG00000225746.40
GO:0006396 > RNA processing	ENSG00000225746.41
GO:0006396 > RNA processing	ENSG00000225746.42
GO:0006396 > RNA processing	ENSG00000225746.43
GO:0006396 > RNA processing	ENSG00000225746.44
GO:0006396 > RNA processing	ENSG00000225746.45
GO:0005730 > nucleolus	ENSG00000225746.0
GO:0005730 > nucleolus	ENSG00000225746.1
GO:0005730 > nucleolus	ENSG00000225746.2
GO:0005730 > nucleolus	ENSG00000225746.3
GO:0005730 > nucleolus	ENSG00000225746.4
